SET: 0.00
SET: 0.00
SET: 0.00
SET: 0.00
SET: 0.00
SET: 0.00
SET: 0.00
SET: 0.00
SET: 1500.00
SET: 1500.00
SET: 142215.14
SET: 142231.08
SET: 142821.42
SET: 142821.42
SET: 142821.42
SET: 142256.92
SET: 142256.92
SET: 142256.92
SET: 142256.92
SET: 142821.42
SET: 149411.19
SET: 149411.19
SET: 149113.55
SET: 149113.55
SET: 148823.06
SET: 148829.02
SET: 148833.00
SET: 148842.94
SET: 148831.00
SET: 148825.05
SET: 154081.23
SET: 154081.23
SET: 153876.33
SET: 153876.33
SET: 153671.97
SET: 153671.97
SET: 153671.97
SET: 153671.97
SET: 153671.97
SET: 153671.97
SET: 150440.55
SET: 150440.55
SET: 150290.42
SET: 150290.42
SET: 150344.97
SET: 150360.92
SET: 150360.92
SET: 150542.84
SET: 150550.80
SET: 150548.81
SET: 153050.36
SET: 153050.36
SET: 152928.12
SET: 152928.12
SET: 152806.06
SET: 152806.06
SET: 152806.06
SET: 152685.81
SET: 152705.75
SET: 152759.97
SET: 154119.92
SET: 154119.92
SET: 154017.31
SET: 154017.31
SET: 153938.78
SET: 153939.45
SET: 153943.44
SET: 154081.12
SET: 154085.11
SET: 154085.11
SET: 154323.81
SET: 154323.81
SET: 154352.73
SET: 154353.31
SET: 154462.64
SET: 154463.78
SET: 154464.34
SET: 154561.58
SET: 154563.28
SET: 154563.28
SET: 151939.03
SET: 151940.03
SET: 151909.58
SET: 151909.58
SET: 151833.75
SET: 151833.75
SET: 151833.75
SET: 151757.98
SET: 151757.98
SET: 151757.98
SET: 151933.81
SET: 151933.81
SET: 151869.44
SET: 151870.33
SET: 151837.11
SET: 151838.00
SET: 151838.44
SET: 151868.23
SET: 151869.12
SET: 151870.91
SET: 152297.08
SET: 152297.08
SET: 152236.20
SET: 152236.20
SET: 152270.08
SET: 152272.47
SET: 152271.67
SET: 152349.05
SET: 152349.05
SET: 152350.25
SET: 152958.56
SET: 152958.56
SET: 152902.97
SET: 152902.97
SET: 152847.44
SET: 152847.44
SET: 152847.44
SET: 152815.19
SET: 152819.17
SET: 152826.08
SET: 153585.47
SET: 153608.14
SET: 153599.27
SET: 153600.27
SET: 153604.06
SET: 153605.39
SET: 153607.06
SET: 153613.52
SET: 153614.52
SET: 153613.84
SET: 153729.94
SET: 153756.08
SET: 153791.52
SET: 153793.36
SET: 153845.06
SET: 153846.30
SET: 153847.22
SET: 153830.36
SET: 153830.36
SET: 153830.36
SET: 153971.72
SET: 153973.44
SET: 153984.30
SET: 153984.58
SET: 153991.44
SET: 153991.44
SET: 153991.44
SET: 153947.48
SET: 153947.48
SET: 153947.48
SET: 152573.72
SET: 152573.72
SET: 152533.05
SET: 152533.05
SET: 152553.42
SET: 152553.95
SET: 152555.56
SET: 152608.16
SET: 152608.69
SET: 152610.28
SET: 151509.88
SET: 151509.88
SET: 151472.02
SET: 151472.02
SET: 151467.91
SET: 151468.66
SET: 151469.16
SET: 151517.72
SET: 151517.97
SET: 151518.47
SET: 150302.75
SET: 150302.98
SET: 150301.05
SET: 150301.05
SET: 150265.70
SET: 150265.70
SET: 150265.70
SET: 150230.36
SET: 150230.36
SET: 150230.36
SET: 150751.61
SET: 150751.83
SET: 150792.09
SET: 150796.09
SET: 150770.16
SET: 150770.16
SET: 150770.16
SET: 150736.67
SET: 150736.67
SET: 150736.67
SET: 151284.36
SET: 151284.36
SET: 151288.72
SET: 151289.14
SET: 151332.42
SET: 151332.84
SET: 151332.84
SET: 151372.11
SET: 151372.31
SET: 151372.94
SET: 151881.62
SET: 151881.62
SET: 151851.27
SET: 151851.27
SET: 151821.52
SET: 151823.31
SET: 151828.11
SET: 151857.31
SET: 151857.91
SET: 151858.11
SET: 151903.27
SET: 151917.73
SET: 151943.27
SET: 151943.83
SET: 151978.11
SET: 151978.69
SET: 151979.45
SET: 151964.59
SET: 151964.59
SET: 151964.59
SET: 152157.42
SET: 152157.61
SET: 152173.39
SET: 152173.39
SET: 152145.75
